index,id,audio_path,audio_uri,audio_uri_public,audio_url,common_name,confidence,deployment_code,deployment_placename,deployment_subproject,end_time,lat,lon,rank,recording_end_datetime,recording_id,recording_start_datetime,scientific_name,start_time
7393,7393,audio/samples/SELER4_2023.20230512_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/SELER4_2023/20230512_000000.flac,s3://dse-soundhub/public/audio/samples/SELER4_2023.20230512_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/SELER4_2023.20230512_000000.flac,Yellow-breasted Chat,0.5439998507499695,USRO4_2023,USRO4,2023,17535.0,38.49073897,-122.5874585,1,2023-05-12T09:00:00,2534,2023-05-12T00:00:00,Icteria virens,17532.0
5432,5432,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Carolina Wren,0.8019446134567261,STER1_2023,STER1,2023,10128.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Thryothorus ludovicianus,10125.0
2796,2796,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.8625455498695374,SFSB2_2023,SFSB2,2023,28059.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,28056.0
2405,2405,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9454920887947084,SFSB2_2023,SFSB2,2023,26760.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,26757.0
6983,6983,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Pacific-slope Flycatcher,0.5052251219749451,STEV4_2023,STEV4,2023,18921.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Empidonax difficilis,18918.0
2767,2767,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.6755840182304382,SFSB2_2023,SFSB2,2023,27933.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,27930.0
1006,1006,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,California Towhee,0.8813942670822144,SFSB2_2023,SFSB2,2023,20646.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Melozone crissalis,20643.0
5878,5878,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.852241575717926,STER1_2023,STER1,2023,16767.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,16764.0
3107,3107,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9787322282791138,SFSB2_2023,SFSB2,2023,29373.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,29370.0
7206,7206,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Hermit Thrush,0.8812870383262634,STEV4_2023,STEV4,2023,26007.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Catharus guttatus,26004.0
7305,7305,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Engine,0.6376407742500305,STEV4_2023,STEV4,2023,29373.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Engine,29370.0
484,484,audio/samples/AGCA3_2023.20230528_200000.flac,s3://casoundhub/audio/cemaf-acoustics/AGCA3_2023/20230528_200000.flac,s3://dse-soundhub/public/audio/samples/AGCA3_2023.20230528_200000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/AGCA3_2023.20230528_200000.flac,Engine,0.8745754957199097,NSWA3_2023,NSWA3,2023,8631.0,38.21515174,-122.357,1,2023-05-28T23:59:00,44,2023-05-28T20:00:00,Engine,8628.0
4977,4977,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.9457162618637084,SFVWA3_2023,SFVWA3,2023,27951.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,27948.0
2268,2268,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,California Scrub-Jay,0.5019689202308655,SFSB2_2023,SFSB2,2023,26055.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Aphelocoma californica,26052.0
1236,1236,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9595436453819276,SFSB2_2023,SFSB2,2023,21771.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,21768.0
1471,1471,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.963294804096222,SFSB2_2023,SFSB2,2023,22947.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,22944.0
50,50,audio/samples/STEV2_2023.20230526_200000.flac,s3://casoundhub/audio/cemaf-acoustics/STEV2_2023/20230526_200000.flac,s3://dse-soundhub/public/audio/samples/STEV2_2023.20230526_200000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/STEV2_2023.20230526_200000.flac,Engine,0.8286569714546204,CPER4_2023,CPER4,2023,2106.0,35.14680896,-119.946899,1,2023-05-26T23:59:00,913,2023-05-26T20:00:00,Engine,2103.0
6615,6615,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.6728512048721313,STER1_2023,STER1,2023,22068.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,22065.0
4882,4882,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.9297304153442384,SFVWA3_2023,SFVWA3,2023,26670.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,26667.0
7411,7411,audio/samples/SELER4_2023.20230512_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/SELER4_2023/20230512_000000.flac,s3://dse-soundhub/public/audio/samples/SELER4_2023.20230512_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/SELER4_2023.20230512_000000.flac,Yellow-breasted Chat,0.8678452968597412,USRO4_2023,USRO4,2023,17688.0,38.49073897,-122.5874585,1,2023-05-12T09:00:00,2534,2023-05-12T00:00:00,Icteria virens,17685.0
5877,5877,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.9074455499649048,STER1_2023,STER1,2023,16764.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,16761.0
7048,7048,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Marbled Murrelet,0.689070463180542,STEV4_2023,STEV4,2023,19683.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Brachyramphus marmoratus,19680.0
2622,2622,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.750643789768219,SFSB2_2023,SFSB2,2023,27465.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,27462.0
6217,6217,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.9430229663848876,STER1_2023,STER1,2023,18267.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,18264.0
1837,1837,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9543710947036744,SFSB2_2023,SFSB2,2023,24408.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,24405.0
6875,6875,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Chestnut-backed Chickadee,0.7531156539916992,STER1_2023,STER1,2023,30789.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Poecile rufescens,30786.0
4912,4912,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8830336928367615,SFVWA3_2023,SFVWA3,2023,26892.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,26889.0
2506,2506,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Bewick's Wren,0.952085256576538,SFSB2_2023,SFSB2,2023,27045.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Thryomanes bewickii,27042.0
547,547,audio/samples/AGCA3_2023.20230528_200000.flac,s3://casoundhub/audio/cemaf-acoustics/AGCA3_2023/20230528_200000.flac,s3://dse-soundhub/public/audio/samples/AGCA3_2023.20230528_200000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/AGCA3_2023.20230528_200000.flac,Clicker Round-winged Katydid,0.6063246130943298,NSWA3_2023,NSWA3,2023,14322.0,38.21515174,-122.357,1,2023-05-28T23:59:00,44,2023-05-28T20:00:00,Amblycorypha alexanderi,14319.0
3009,3009,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.5487223863601685,SFSB2_2023,SFSB2,2023,28869.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,28866.0
160,160,audio/samples/RW12_2023.20230523_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230523_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230523_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230523_000000.flac,Marbled Murrelet,0.5914433002471924,MCPU2_2023,MCPU2,2023,19536.0,38.49001203,-122.0208991,1,2023-05-23T09:00:00,681,2023-05-23T00:00:00,Brachyramphus marmoratus,19533.0
4964,4964,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.7762856483459473,SFVWA3_2023,SFVWA3,2023,27795.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,27792.0
3940,3940,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8995541930198669,SFVWA3_2023,SFVWA3,2023,20439.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,20436.0
4121,4121,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8751429319381714,SFVWA3_2023,SFVWA3,2023,21108.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,21105.0
2158,2158,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9816113114356996,SFSB2_2023,SFSB2,2023,25683.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,25680.0
2418,2418,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.8705314993858337,SFSB2_2023,SFSB2,2023,26793.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,26790.0
680,680,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.7745732069015503,SFSB2_2023,SFSB2,2023,19500.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,19497.0
